"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"285882472934277120","285882224333697024","740343","","","2012-12-31 22:57:47 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@cogdog Ah, didn't realize that. Bummer."
"285880786937327616","285878108630966272","740343","","","2012-12-31 22:51:05 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@cogdog Odd, I use Social with no plugins and recommend it often. Although I don't schedule posts on my blog. Is that where it fails?"
"285880314725801984","","","","","2012-12-31 22:49:13 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","""When I think of the men who were my teachers, I realized that most of them were slightly mad."" -Adolf Hitler"
"285878311454908416","285877866632192000","740343","","","2012-12-31 22:41:15 +0000","web","@cogdog Nice! I can attest that I added at most a few drops of extra dry vermouth. I don't think I've ever had one without but might try it."
"285877710394372096","","","","","2012-12-31 22:38:52 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","""Part of this world, part of another"" Gene Wilder's letter to Mel Stuart discussing costume design for Willy Wonka http://t.co/UX0Gqrz7","http://www.lettersofnote.com/2012/06/part-of-this-world-part-of-another.html"
"285875719031111680","285875462704607232","14368882","","","2012-12-31 22:30:57 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@lwaltzer Same to you and the rest of the CUNY crew and family! Cheers to 2013"
"285875125029580800","285874833223450625","17966282","","","2012-12-31 22:28:35 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@DistinctLaugh Way too many sick people in this town. @DrGarcia and I will be wandering nomads tonight in search of entertaining company."
"285874504763322368","","17966282","","","2012-12-31 22:26:07 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@DistinctLaugh Doing any NYE partying?"
"285871894060732416","","","","","2012-12-31 22:15:45 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","Just gave my new martini set a spin with Beefeater and 2 Jalape?o-stuffed olives. Yum."
"285869381244813312","285867089082871813","6271482","","","2012-12-31 22:05:46 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@grantpotter As he should be. That?s awesome!"
"285847880525303808","285834568647454720","102015522","","","2012-12-31 20:40:20 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@royallivermush I saw that. You a fan? How?s the other band playing with them?"
"285824975464693760","285823579872976896","17620729","","","2012-12-31 19:09:19 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@giuliaforsythe @drgarcia Sickness at Casa Bava has us rethinking plans."
"285821608868847616","285821392467935232","6109062","","","2012-12-31 18:55:56 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@saracup Daughter is with grandma in Richmond so looking for adult fun :-)"
"285806135460642816","","","","","2012-12-31 17:54:27 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","What are Fredericksburg folks doing for NYE?"
"285455446368735232","285273678072131584","744533","","","2012-12-30 18:40:56 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@mburtis That sucks. I threw my back out in high school reaching for a pencil on the floor. How's that for a war story."
"285054360478691328","285051885658972160","6109062","","","2012-12-29 16:07:10 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@saracup @tieandjeans http://t.co/gj7DDlRb","http://tinkercad.com"
"285036371100463104","","","","","2012-12-29 14:55:41 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","Stuff like this on Facebook is incredulous to me.  http://t.co/4dThiNxn","http://twitpic.com/bqhnse"
"285029697249746944","285029418525675520","6109062","","","2012-12-29 14:29:10 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@saracup @tieandjeans Camera moving top to bottom slowly while person stands on turntable spinning would work too, get all angles."
"285028947178180610","285015322128420865","6109062","","","2012-12-29 14:26:11 +0000","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","@saracup @tieandjeans The puzzle piece effect of this project makes for a nice display http://t.co/2PAt1LLd No movement in scan needed.","http://www.interactivefabrication.com/projects/fabricate-yourself/"
"284794080075083776","284790045561479168","17330458","","","2012-12-28 22:52:54 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","@dlnorman Well there is the whole fire-breathing dragon problem that might have made them unwilling to go near the mountain."
