"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"20531923990347776","","9281052","","","2010-12-30 17:29:26 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@_BMF_ I like VMFA in Richmond"
"20336759355215873","","","","","2010-12-30 04:33:55 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Is a device like the Kill A Watt worth it? Would it likely pay for itself? I'm curious about tracking electricity usage."
"20313712388743168","","","","","2010-12-30 03:02:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","I need help, planning a small marathon of documentaries over wine and cheese with my brother. Suggestions on good ones?"
"19407153970290689","","","","","2010-12-27 15:00:00 +0000","<a href=""http://seesmic.com/"" rel=""nofollow"">Seesmic</a>","3rd largest snow storm in history for my hometown? Why yes I think today is a great day to travel there!"
"18775089218584576","","","","","2010-12-25 21:08:24 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Finished the Christmas tradition of removing preloaded crapware from mother-in-law's new laptop. #merrychristmashp"
"18420366955249664","","7110832","","","2010-12-24 21:38:52 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@timstahmer Almost didn't recognize you with the non-cartoon profile pic. Funny how I associate people's identities with avatars."
"18288523824070656","","194469517","","","2010-12-24 12:54:58 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@JohnBostonRowe Work on Christmas Eve? Yuck"
"18153326730289153","","","","","2010-12-24 03:57:45 +0000","<a href=""http://reederapp.com"" rel=""nofollow"">Reeder</a>","WARNING: If you read this you might just quit your job and go chase your dreams. BEWARE http://j.mp/f6zBRy"
"18070048342016002","18069096478277632","10076902","","","2010-12-23 22:26:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","@twoodwar Or in reverse, could a fancy bottle of Fiji convey the idea of regular old tap water through product design? #ds106"
"18062354730192896","","","","","2010-12-23 21:56:15 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Transitional to minimalist design http://j.mp/hNd1qL I'd love to try this as a #ds106 project. Minimalist design makes it look expensive."
"17998453875417088","","","","","2010-12-23 17:42:20 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Someone should start a Skype with Santa business. Full workshop, with elves, parents call in and get 10 minutes for their kid to talk to him"
"17992883315412992","","14466082","","","2010-12-23 17:20:12 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@The_Kingfish Catan HD for iPad, price dropped to $4."
"17891455678812160","17778688254803968","739293","","","2010-12-23 10:37:10 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@courosa Thanks! I can't wait for #ds106 to get started"
"17746775347568641","","","","","2010-12-23 01:02:15 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","I think we need more opinions, more rhetoric, carefully worded arguments. Defend something! Then...write."
"17687921687527424","","","","","2010-12-22 21:08:23 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Just reported @mobilerss in the app store in light of this http://reederapp.com/ripoff and you should too if you're a fan of Reeder."
"17404295167082498","","","","","2010-12-22 02:21:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Selling a brand new Logitech Revue Google TV, if you happen to know anyone into that sort of geekery http://is.gd/jbTsq"
"17324528749248513","","","","","2010-12-21 21:04:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Tweetie for Mac</a>","Up to 7000 layers now and I keep feeling like I probably could have done this with one command using ImageMagick."
