"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"23243088965","","","","","2010-09-07 14:46:25 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","A Day in the Life of the President - Very long, but very good inside look at what?s going on in Washington.... http://tumblr.com/xozhvsqtb"
"23236588045","","","","","2010-09-07 13:25:52 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Word Designs by Jim LePage - Designer Jim LePage had an idea for motivating himself to read the Bible. He?d... http://tumblr.com/xozhvmw34"
"22931016899","","","","","2010-09-03 23:55:52 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","There is a Horse in the Apple Store - ?I think, ?Would they notice if it were a tiger?? Or a lamb? Or an... http://tumblr.com/xozhjmyjn"
"22880794575","","","","","2010-09-03 11:59:55 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Video: Mark Driscoll and Joshua Harris sit down with Francis Chan and talk about ?what?s next? for him now... http://tumblr.com/xozhhyxmn"
"22823610771","","","","","2010-09-02 19:21:22 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Video: I can?t imagine how much a suit like this costs, but I?ve got to respect a brand that refuses to... http://tumblr.com/xozhftbv1"
"22801861397","","","","","2010-09-02 14:20:15 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","App Spotlight - Epic Citadel - Epic Citadel is a demo application available for iPad, iPhone, and iPod Touch.... http://tumblr.com/xozhf6t9x"
"22793810404","","","","","2010-09-02 12:31:12 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Engadget previews Samsung Galaxy Tab - Regarding the OS: ? By all accounts Android isn?t really ?ready? for... http://tumblr.com/xozheyurh"
"22749964498","","","","","2010-09-01 23:23:18 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Dear Sydney - Month 1 - Dear Sydney, I?m late out the gate getting these letters to you started, but then... http://tumblr.com/xozhd94md"
"22749899320","","","","","2010-09-01 23:22:24 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","The Wilderness Downtown - Arcade Fire hacks together HTML5 using Google Maps to make an awesome music video... http://tumblr.com/xozhd913r"
"22735907875","","","","","2010-09-01 19:52:12 +0000","<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","Photo: Dear Apple, Please make this happen. Love, Tim http://tumblr.com/xozhcp56m"
